"source_sheet","source_cell","records_with_same_source_cell","duplicate_flag"
"AN<U+00C1>LISE USINABILIDADE","I7",1,FALSE
"COMPARATIVO","I7",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","I8",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","I8",1,FALSE
"COMPARATIVO","I8",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","I9",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","I9",1,FALSE
"COMPARATIVO","I9",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J10",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J10",1,FALSE
"COMPARATIVO","J10",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J11",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J11",1,FALSE
"COMPARATIVO","J11",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J12",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J12",1,FALSE
"COMPARATIVO","J12",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J13",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J13",1,FALSE
"COMPARATIVO","J13",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J14",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J14",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J15",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J15",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J16",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J16",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J17",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J17",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J18",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J18",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J19",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J19",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J20",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J21",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J22",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J23",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J24",1,FALSE
"COMPARATIVO","J3",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J4",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J4",1,FALSE
"COMPARATIVO","J4",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J5",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J5",1,FALSE
"COMPARATIVO","J5",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J6",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J6",1,FALSE
"COMPARATIVO","J6",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J7",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J7",1,FALSE
"COMPARATIVO","J7",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J8",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J8",1,FALSE
"COMPARATIVO","J8",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","J9",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","J9",1,FALSE
"COMPARATIVO","J9",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K10",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K10",1,FALSE
"COMPARATIVO","K10",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K11",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K11",1,FALSE
"COMPARATIVO","K11",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K12",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K12",1,FALSE
"COMPARATIVO","K12",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K13",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K13",1,FALSE
"COMPARATIVO","K13",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K14",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K14",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K14",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K15",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K15",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K15",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K16",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K16",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K16",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K17",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K17",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K17",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K18",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K18",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K18",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K19",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K19",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K19",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K20",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K20",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K21",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K21",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K22",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K22",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K23",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K23",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K24",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K24",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K25",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K26",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K27",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K28",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K29",1,FALSE
"COMPARATIVO","K3",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K33",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K34",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K35",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K36",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K37",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K38",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K39",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K4",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K4",1,FALSE
"COMPARATIVO","K4",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K40",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K41",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","K43",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K5",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K5",1,FALSE
"COMPARATIVO","K5",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K6",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K6",1,FALSE
"COMPARATIVO","K6",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K7",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K7",1,FALSE
"COMPARATIVO","K7",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K8",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K8",1,FALSE
"COMPARATIVO","K8",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","K9",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","K9",1,FALSE
"COMPARATIVO","K9",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L10",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L10",1,FALSE
"COMPARATIVO","L10",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L11",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L11",1,FALSE
"COMPARATIVO","L11",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L12",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L12",1,FALSE
"COMPARATIVO","L12",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L13",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L13",1,FALSE
"COMPARATIVO","L13",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L14",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L14",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L15",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L15",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L16",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L16",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L17",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L17",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L18",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L18",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L19",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L19",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L20",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L21",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L22",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L23",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L24",1,FALSE
"COMPARATIVO","L3",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L4",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L4",1,FALSE
"COMPARATIVO","L4",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L5",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L5",1,FALSE
"COMPARATIVO","L5",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L6",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L6",1,FALSE
"COMPARATIVO","L6",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L7",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L7",1,FALSE
"COMPARATIVO","L7",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L8",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L8",1,FALSE
"COMPARATIVO","L8",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","L9",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","L9",1,FALSE
"COMPARATIVO","L9",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M10",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M10",1,FALSE
"COMPARATIVO","M10",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M11",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M11",1,FALSE
"COMPARATIVO","M11",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M12",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M12",1,FALSE
"COMPARATIVO","M12",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M13",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M13",1,FALSE
"COMPARATIVO","M13",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M14",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M14",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M15",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M15",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M16",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M16",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M17",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M17",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M18",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M18",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M19",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M19",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M20",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M21",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M22",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M23",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M24",1,FALSE
"COMPARATIVO","M3",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M4",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M4",1,FALSE
"COMPARATIVO","M4",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M5",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M5",1,FALSE
"COMPARATIVO","M5",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M6",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M6",1,FALSE
"COMPARATIVO","M6",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M7",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M7",1,FALSE
"COMPARATIVO","M7",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M8",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M8",1,FALSE
"COMPARATIVO","M8",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","M9",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","M9",1,FALSE
"COMPARATIVO","M9",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N10",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N10",1,FALSE
"COMPARATIVO","N10",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N11",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N11",1,FALSE
"COMPARATIVO","N11",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N12",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N12",1,FALSE
"COMPARATIVO","N12",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N13",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N13",1,FALSE
"COMPARATIVO","N13",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N14",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N14",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N14",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N15",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N15",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N15",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N16",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N16",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N16",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N17",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N17",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N17",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N18",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N18",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N18",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N19",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N19",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N19",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N20",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N20",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N21",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N21",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N22",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N22",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N23",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N23",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N24",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N24",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N25",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N26",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N27",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N28",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N29",1,FALSE
"COMPARATIVO","N3",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N33",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N34",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N35",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N36",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N37",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N38",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N39",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N4",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N4",1,FALSE
"COMPARATIVO","N4",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N40",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N41",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","N43",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N5",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N5",1,FALSE
"COMPARATIVO","N5",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N6",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N6",1,FALSE
"COMPARATIVO","N6",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N7",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N7",1,FALSE
"COMPARATIVO","N7",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N8",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N8",1,FALSE
"COMPARATIVO","N8",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","N9",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","N9",1,FALSE
"COMPARATIVO","N9",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O10",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O10",1,FALSE
"COMPARATIVO","O10",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O11",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O11",1,FALSE
"COMPARATIVO","O11",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O12",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O12",1,FALSE
"COMPARATIVO","O12",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O13",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O13",1,FALSE
"COMPARATIVO","O13",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O14",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O14",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O15",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O15",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O16",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O16",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O17",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O17",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O18",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O18",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O19",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O19",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O20",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O21",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O22",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O23",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O24",1,FALSE
"COMPARATIVO","O3",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O4",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O4",1,FALSE
"COMPARATIVO","O4",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O5",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O5",1,FALSE
"COMPARATIVO","O5",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O6",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O6",1,FALSE
"COMPARATIVO","O6",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O7",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O7",1,FALSE
"COMPARATIVO","O7",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O8",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O8",1,FALSE
"COMPARATIVO","O8",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","O9",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","O9",1,FALSE
"COMPARATIVO","O9",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P10",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P10",1,FALSE
"COMPARATIVO","P10",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P11",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P11",1,FALSE
"COMPARATIVO","P11",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P12",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P12",1,FALSE
"COMPARATIVO","P12",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P13",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P13",1,FALSE
"COMPARATIVO","P13",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P14",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P14",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P15",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P15",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P16",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P16",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P17",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P17",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P18",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P18",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P19",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P19",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P20",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P21",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P22",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P23",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P24",1,FALSE
"COMPARATIVO","P3",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P4",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P4",1,FALSE
"COMPARATIVO","P4",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P5",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P5",1,FALSE
"COMPARATIVO","P5",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P6",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P6",1,FALSE
"COMPARATIVO","P6",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P7",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P7",1,FALSE
"COMPARATIVO","P7",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P8",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P8",1,FALSE
"COMPARATIVO","P8",1,FALSE
"AN<U+00C1>LISE EMULS<U+00D5>ES","P9",1,FALSE
"AN<U+00C1>LISE USINABILIDADE","P9",1,FALSE
"COMPARATIVO","P9",1,FALSE
"COMPARATIVO","Q10",1,FALSE
"COMPARATIVO","Q11",1,FALSE
"COMPARATIVO","Q12",1,FALSE
"COMPARATIVO","Q13",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q14",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q15",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q16",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q17",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q18",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q19",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q20",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q21",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q22",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q23",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q24",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q25",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q26",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q27",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q28",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q29",1,FALSE
"COMPARATIVO","Q3",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q33",1,FALSE
