"raw_relative_path","interim_relative_path","raw_sha256","interim_sha256","hashes_match"
"C:/Users/Vitor Craveiro/Desktop/UNESP/MATÉRIAS FACULDADES/MATÉRIAS 12 SEMESTRES/LABORATÓRIO DE ESTAT/PROJETO1/data/raw/ensaio_bancada_alunos (2).xlsx","C:/Users/Vitor Craveiro/Desktop/UNESP/MATÉRIAS FACULDADES/MATÉRIAS 12 SEMESTRES/LABORATÓRIO DE ESTAT/PROJETO1/data/interim/ensaio_bancada_alunos__working_copy_v1.xlsx","30c5655a777c69db369b4e719b77e38bc47e152b6bd684f7c104d7c10226e4c6","30c5655a777c69db369b4e719b77e38bc47e152b6bd684f7c104d7c10226e4c6",TRUE
